course,institution,category
Diploma for Untrained teachers,Kenya Technical Teachers College - Gigiri,diploma
Diploma General Motor Vehicle Workshop Theory,Unity College of Professional Studies - Buruburu Campus,diploma
Diploma I in Applied Telecommunication,Multimedia University of Kenya - Mbagathi Campus,diploma
Diploma II in Applied Telecommunication,Multimedia University of Kenya - Mbagathi Campus,diploma
Diploma in  Co-operative Management,The East African University - Kitengela Campus,diploma
Diploma in  Co-operative Management,Rift Valley Institute of Science and Technology - Main Campus,diploma
Diploma in  Co-operative Management,Gusii Institute of Technology - Kisii,diploma
Diploma in  Pre-service Clinical Medicine,Kenya Medical Training College - Meru Campus,diploma
Diploma in Accomodation Operations and Services,The East African University - Kitengela Campus,diploma
Diploma in Accountancy,Technical University of Mombasa - Main Campus,diploma
Diploma in Accountancy,Technical University of Kenya - Main Campus,diploma
Diploma in Accountancy,KCA University - Ruaraka Campus,diploma
Diploma in Accountancy,Transafric Accountancy and Management College - Thika Campus,diploma
Diploma in Accountancy,Nairobi Aviation College - Dayasons Branch,diploma
Diploma in Accountancy,Rift Valley Institute of Science and Technology - Town Campus,diploma
Diploma in Accountancy,Kenya Institute of Management - Main Campus,diploma
Diploma in Accountancy,Machakos University College - Main Campus,diploma
Diploma in Accountancy,Rift Valley Institute of Science and Technology - Main Campus,diploma
Diploma in Accountancy,Kitale Technical Training Institute - Kitale,diploma
Diploma in Accountancy,Rift Valley Technical Training Institute - Eldoret,diploma
Diploma in Accountancy,Kaiboi Technical Training Institute - Eldoret,diploma
Diploma in Accountancy,Coast Institute of Technology - Voi,diploma
Diploma in Accountancy,Intraglobal Training Institute - Embu Campus,diploma
Diploma in Accountancy,Meru Technical Training Institute - Meru,diploma
Diploma in Accountancy,Thika College of Banking and Accountancy - Thika Campus,diploma
Diploma in Accountancy,Thika College of Banking and Accountancy - Nairobi Campus,diploma
Diploma in Accountancy,Vision Stars Training Institute - Nature House,diploma
Diploma in Accountancy,Kenyatta University TVET,diploma
Diploma in Accountancy,Kabete National Polytechnic,diploma
Diploma in Accountancy,Aldai Technical Training Institute,diploma
Diploma in Accountancy,Alupe University,diploma
Diploma in Accountancy,Baringo Technical College,diploma
Diploma in Accountancy,Bomet Central Technical and Vocational College,diploma
Diploma in Accountancy,Bondo Technical Training Institute,diploma
Diploma in Accountancy,Bumbe Technical Training Institute,diploma
Diploma in Accountancy,Butere Technical And Vocational College,diploma
Diploma in Accountancy,Chepalungu Technical Training Institute,diploma
Diploma in Accountancy,Cherangany Technical And Vocational College,diploma
Diploma in Accountancy,The Eldoret National Polytechnic,diploma
Diploma in Accountancy,Emsos Technical and Vocational College,diploma
Diploma in Accountancy,Endebess Technical Training Institute,diploma
Diploma in Accountancy,Friends National Polytechnic Kaimosi,diploma
Diploma in Accountancy,Ikutha Technical and Vocational College,diploma
Diploma in Accountancy,Kaiboi National Polytechnic,diploma
Diploma in Accountancy,Kasarani Technical and Vocational College,diploma
Diploma in Accountancy,Kendege Technical and Vocational College,diploma
Diploma in Accountancy,Kenya Coast National Polytechnic,diploma
Diploma in Accounting,The East African University - Kitengela Campus,diploma
Diploma in Accounting,Jodan College of Technology - Thika Main Campus,diploma
Diploma in Accounting,Kenya Technical Teachers College - Gigiri,diploma
Diploma in Accounting,Bushiangala Technical Training Institute,diploma
Diploma in Accounting,Emining Technical Training Institute,diploma
Diploma in Accounting and Finance,Zetech University - Agriculture House Campus,diploma
Diploma in Accounting and Finance,Sacred Lake Institute of Technology - Meru,diploma
Diploma in Accounting and Finance,Jodan College of Technology - Thika Main Campus,diploma
Diploma in Accounting and Finance,Skynet Business College - Nairobi Campus,diploma
Diploma in Accounting and Finance,Nairobi Technical Training Institute - Nairobi,diploma
Diploma in Accounting and Finance,Amboseli Institute of Hospitality and Technology - Thika,diploma
Diploma in Accounting and Finance,Thika Institute of Business Studies - Thika Town Campus,diploma
Diploma in Accounting and Finance,Thika Institute of Business Studies - Highway Campus,diploma
Diploma in Accounting and Finance,Rifkins College,diploma
Diploma in Accounting and Financial Reporting (ICM),East African Institute of Certified Studies - EAICS,diploma
Diploma in Accounting Technician,Kabete National Polytechnic,diploma
Diploma in Accounting Technician,Ikutha Technical and Vocational College,diploma
Diploma in Accounting Technician Diploma (ATD),Bumbe Technical Training Institute,diploma
Diploma in Accounting Technician Diploma (ATD),Mukurwe-ini Technical Training Institute,diploma
Diploma in Actuarial Science,The East African University - Karen Campus,diploma
Diploma in Actuarial Science,Maseno University - Main Campus,diploma
Diploma in Actuarial Science,The East African University - Kitengela Campus,diploma
Diploma in Adult and Non-Formal Education,Masinde Muliro University of Science and Technology - Main Campus,diploma
Diploma in Adult Education And Community Development,The University of Nairobi - Kikuyu Campus,diploma
Diploma in Advanced Dangerous Goods,Mombasa Aviation Training Institute - Mombasa,diploma
Diploma in Advertising and Public Relations,Sacred Lake Institute of Technology - Meru,diploma
Diploma in Advertising and Public Relations,Amboseli Institute of Hospitality and Technology - Thika,diploma
"Diploma in Advertising,marketing Public Relations",Jodan College of Technology - Thika Main Campus,diploma
Diploma in Aeronatical Engineering – Airframe & Engines,Technical University of Kenya - Main Campus,diploma
Diploma in Aeronautical Engineering,Nairobi Aviation College - Odeon Cinema Branch,diploma
Diploma in Aeronautical Engineering,Kenya Aeronautical College - Wilson Airport,diploma
Diploma in Aeronautical Engineering,Eldoret Aviation Training Institute - Eldoret,diploma
Diploma in Aeronautical Engineering,Skypath Aviation College - Skypath Aviation College,diploma
Diploma in Aeronautical Engineering,Wright Flyers Aviation Institute - Town Campus,diploma
Diploma in Aeronautical Engineering,"Skylink Flying School - Wilson Airport,Antipest Building, 2nd Floor",diploma
Diploma in Aeronautical Engineering – Avionics,Technical University of Kenya - Main Campus,diploma
Diploma in Aeronautical Engineering – Avionics,East African School of Aviation - Embakasi,diploma
Diploma in aeronautical engineering (Airframe and engines),East African School of Aviation - Embakasi,diploma
Diploma in Aeronautical Engineering (Avionics option),Mombasa Aviation Training Institute - Mombasa,diploma
Diploma in Aeronautical Engineering (Engines option),Mombasa Aviation Training Institute - Mombasa,diploma
Diploma in African Studies,Tangaza University College - Tangaza University College,diploma
Diploma in Agribusiness Management,Great Lakes University of Kisumu - Main Campus,diploma
Diploma in Agribusiness Management,Scott Christian University - Main Campus - Machakos,diploma
Diploma in Agribusiness Management and Marketing,Bukura Agricultural College,diploma
Diploma in Agricultural,Chamasiri Technical and Vocational College,diploma
Diploma in Agricultural Economics,Maasai Mara University - Main Campus,diploma
Diploma in Agricultural Economics,Maasai Mara University - Kipipiri Campus,diploma
Diploma in Agricultural Economics,University of Eldoret - Eldoret Town Campus,diploma
Diploma in Agricultural Economics and Environmental Studies,Rongo University College - Main Campus - Kitere Hill,diploma
Diploma in Agricultural Education & Extension,Meru University of Science and Technology - Main Campus (Nchiru),diploma
Diploma in Agricultural Education and Extenstion,Pwani University - Main Campus,diploma
Diploma in Agricultural Education and Extenstion,Egerton University - Njoro Campus,diploma
Diploma in Agricultural Education and Extenstion,Kisii University - Nyamira Campus,diploma
Diploma in Agricultural Education and Extenstion,Kisii University - Down Town Campus (Ouru Towers),diploma
Diploma in Agricultural Engineering,Pwani University - Main Campus,diploma
Diploma in Agricultural Engineering,Masinde Muliro University of Science and Technology - Main Campus,diploma
Diploma in Agricultural Engineering,Rift Valley Institute of Science and Technology - Main Campus,diploma
Diploma in Agricultural Engineering,Bungoma North Technical And Vocational College,diploma
Diploma in Agricultural Engineering,Bunyala Technical and Vocational College,diploma
Diploma in Agricultural Engineering,Eldama Ravine Technical And Vocational College,diploma
Diploma in Agricultural Engineering,Endebess Technical Training Institute,diploma
Diploma in Agricultural Enterprise and Project Management,Gretsa University - Thika Campus,diploma
Diploma in Agricultural Extension,University of Eldoret - Eldoret Town Campus,diploma
Diploma in Agricultural Extension,Kabete National Polytechnic,diploma
Diploma in Agricultural Extension,Aldai Technical Training Institute,diploma
Diploma in Agricultural Extension,Belgut Technical Training Institute,diploma
Diploma in Agricultural Extension,Bungoma North Technical And Vocational College,diploma
Diploma in Agricultural Extension,Chamasiri Technical and Vocational College,diploma
Diploma in Agricultural Extension,Chepalungu Technical Training Institute,diploma
Diploma in Agricultural Extension,Cherangany Technical And Vocational College,diploma
Diploma in Agricultural Extension,Gatundu South Technical and Vocational College,diploma
Diploma in Agricultural Extension,Kaiboi National Polytechnic,diploma
Diploma in Agricultural Extension,Karen Technical Training Institute For The Deaf,diploma
Diploma in Agricultural Extension,Karumo Technical Training Institute,diploma
Diploma in Agricultural Extension,Katine Technical Training Institute,diploma
Diploma in Agricultural Extension,Kendege Technical and Vocational College,diploma
Diploma in Agricultural Extension & Community Development,Bukura Agricultural College,diploma
Diploma in Agricultural Extension and Education,Rongo University College - Main Campus - Kitere Hill,diploma
Diploma in Agricultural Irrigation & Drainage Engineering,Bukura Agricultural College,diploma
Diploma in Agricultural Resources Management,Moi University - Main Campus,diploma
Diploma in Agricultural Value Addition,David M Wambuli Technical Vocational College,diploma
Diploma in Agriculture,The East African University - Karen Campus,diploma
Diploma in Agriculture,Meru University of Science and Technology - Main Campus (Nchiru),diploma
Diploma in Agriculture,Maasai Mara University - Main Campus,diploma
Diploma in Agriculture,Rift Valley Institute of Science and Technology - Main Campus,diploma
Diploma in Agriculture,Karatina University - Main Campus - Kagochi,diploma
Diploma in Agriculture,Moi University - Kitale Campus,diploma
Diploma in Agriculture,University of Eldoret - Eldoret Town Campus,diploma
Diploma in Agriculture,East Africa School of Theology - Main Campus - Buruburu,diploma
Diploma in Agriculture,Rongo University College - Main Campus - Kitere Hill,diploma
Diploma in Agriculture,Gusii Institute of Technology - Kisii,diploma
Diploma in Agriculture,Kitale Technical Training Institute - Kitale,diploma
Diploma in Agriculture,Rift Valley Technical Training Institute - Eldoret,diploma
Diploma in Agriculture,Meru Technical Training Institute - Meru,diploma
Diploma in Agriculture,Lukenya University - Lukenya,diploma
Diploma in Agriculture,Lukenya University - Kibwezi,diploma
Diploma in Agriculture,Baringo Technical College,diploma
Diploma in Agriculture,Bondo Technical Training Institute,diploma
Diploma in Agriculture,Emgwen Technical and Vocational College,diploma
Diploma in Agriculture,Endebess Technical Training Institute,diploma
Diploma in Agriculture,Kakrao Technical and Vocational College,diploma
Diploma in Agriculture and Agricultural Extension,University of Eldoret - Eldoret Town Campus,diploma
Diploma in Agriculture and Biotechnology,Bukura Agricultural College,diploma
Diploma in Agriculture and Human Ecology Extension,Bukura Agricultural College,diploma
Diploma in Agriculture and Marketing,Pwani University - Main Campus,diploma
